Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",1,17.5,10.0,0,0.0,"","",
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",2,17.5,10.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",3,17.5,10.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",1,17.5,10.0,0,0.0,"",,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",2,17.5,10.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",3,17.5,10.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",1,17.5,12.0,0,0.0,"",,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",2,17.5,12.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",3,17.5,12.0,0,0.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Lateral Raise (Dumbbell)",1,7.5,8.0,0,0.0,"",,
2025-08-26 10:44:22,"Morning Workout",28m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Plank",1,0,0.0,0,30.0,"",,
2025-08-26 10:44:22,"Morning Workout",28m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Plank",2,0,0.0,0,30.0,,,
2025-08-26 10:44:22,"Morning Workout",28m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",1,15.0,12.0,0,0.0,"","",
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",2,15.0,12.0,0,0.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",3,15.0,12.0,0,0.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Walking",1,0,0.0,0.08,2.0,"",,
2025-08-26 17:50:41,"Afternoon Workout",10m,"Walking",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",1,20.0,10.0,0,0.0,"","",
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",1,17.5,10.0,0,0.0,"",,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",2,17.5,10.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",3,17.5,10.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Incline Row (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",1,0,0.0,0,30.0,"",,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",2,0,0.0,0,30.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",3,0,0.0,0,30.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",1,0.0,12.0,0,0.0,"",,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",2,0.0,12.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",3,0.0,12.0,0,0.0,,,
2025-08-27 18:09:55,"Evening Workout",31m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",1,20.0,10.0,0,0.0,"","",
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",4,20.0,10.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",1,20.0,10.0,0,0.0,"",,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",1,0,0.0,0,45.0,"",,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",2,0,0.0,0,45.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",3,0,0.0,0,45.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",1,0.0,13.0,0,0.0,"",,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",2,0.0,13.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",3,0.0,13.0,0,0.0,,,
2025-08-29 11:08:35,"Morning Workout",33m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Lat Pulldown (Cable)",1,70.0,12.0,0,0.0,"","",
2025-08-30 11:45:20,"Morning Workout",44s,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Lat Pulldown (Cable)",2,70.0,12.0,0,0.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",1,20.0,11.0,0,0.0,"",,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",2,20.0,11.0,0,0.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",3,20.0,11.0,0,0.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",1,0.0,14.0,0,0.0,"",,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",2,0.0,14.0,0,0.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",3,0.0,14.0,0,0.0,,,
2025-08-30 11:45:20,"Morning Workout",44s,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",1,20.0,11.0,0,0.0,"","",
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",2,20.0,11.0,0,0.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",3,20.0,11.0,0,0.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",1,20.0,11.0,0,0.0,"",,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",2,20.0,11.0,0,0.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",3,20.0,11.0,0,0.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Crunch",1,0.0,14.0,0,0.0,"",,
2025-08-31 10:55:52,"Morning Workout",27m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",1,0,0.0,0,45.0,"",,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",2,0,0.0,0,45.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",3,0,0.0,0,45.0,,,
2025-08-31 10:55:52,"Morning Workout",27m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",1,20.0,11.0,0,0.0,"","",
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",2,20.0,11.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",3,20.0,8.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",1,20.0,11.0,0,0.0,"",,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",2,20.0,11.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",3,20.0,11.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",1,0,0.0,0,30.0,"",,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",2,0,0.0,0,30.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",3,0,0.0,0,30.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Plank",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",1,0.0,14.0,0,0.0,"",,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",2,0.0,14.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",3,0.0,14.0,0,0.0,,,
2025-09-02 13:09:14,"Midday Workout",19m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",1,15.0,10.0,0,0.0,"","",
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",2,15.0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",3,15.0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",1,55.0,10.0,0,0.0,"",,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",2,55.0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",3,55.0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",1,0,10.0,0,0.0,"",,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",Rest Timer,0,0.0,0,30.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",2,0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",Rest Timer,0,0.0,0,30.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",3,0,10.0,0,0.0,,,
2025-09-03 09:12:19,"Morning Workout",10h 42m,"Squat (Bodyweight)",Rest Timer,0,0.0,0,30.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",1,15.0,11.0,0,0.0,"","",
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",2,15.0,11.0,0,0.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",3,15.0,11.0,0,0.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",4,15.0,6.0,0,0.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",1,15.0,10.0,0,0.0,"",,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",2,15.0,10.0,0,0.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",3,15.0,10.0,0,0.0,,,
2025-09-03 19:54:26,"Evening Workout",19m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",1,15.0,12.0,0,0.0,"","",
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",2,15.0,12.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",3,15.0,12.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",1,15.0,11.0,0,0.0,"",,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",2,15.0,11.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",3,15.0,11.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Seated Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",1,0.0,17.0,0,0.0,"",,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",Rest Timer,0,0.0,0,90.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",2,0.0,17.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",3,0.0,17.0,0,0.0,,,
2025-09-05 16:34:30,"Afternoon Workout",17m,"Crunch",Rest Timer,0,0.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",1,5.0,20.0,0,0.0,"","",
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",2,5.0,20.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",3,5.0,20.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",1,5.0,20.0,0,0.0,"",,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",2,5.0,20.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",3,5.0,20.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",1,0,0.0,0,30.0,"",,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",2,0,0.0,0,30.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",3,0,0.0,0,30.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",1,0.0,12.0,0,0.0,"",,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",2,0.0,12.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",3,0.0,12.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",1,15.0,13.0,0,0.0,"",,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",2,15.0,13.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",3,15.0,13.0,0,0.0,,,
2025-09-09 14:07:00,"Afternoon Workout",33m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",1,5.0,20.0,0,0.0,"","",
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",2,5.0,20.0,0,0.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",3,5.0,20.0,0,0.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",1,0,0.0,0,30.0,"",,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",2,0,0.0,0,30.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",3,0,0.0,0,30.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Plank",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",1,0.0,12.0,0,0.0,"",,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",2,0.0,12.0,0,0.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",3,0.0,12.0,0,0.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Crunch",Rest Timer,0,0.0,0,60.0,,,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Push Up",1,0,10.0,0,0.0,"",,
2025-09-10 16:55:41,"Afternoon Workout",22m,"Push Up",Rest Timer,0,0.0,0,60.0,,,
