Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",2,30.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",3,30.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",4,30.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",1,75.0,10.0,0,0.0,"",,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",2,75.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",3,75.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",4,75.0,10.0,0,0.0,,,
2025-10-29 09:01:59,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",1,180.0,12.0,0,0.0,"","",
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",2,180.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",3,180.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",4,180.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",1,25.0,12.0,0,0.0,"",,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",2,25.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",3,25.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",4,25.0,12.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",1,25.0,10.0,0,0.0,"",,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",2,25.0,10.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",3,25.0,10.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",4,25.0,10.0,0,0.0,,,
2025-10-30 10:04:01,"Legs",41m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",1,30.0,10.0,0,0.0,"","",
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",2,30.0,10.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",3,30.0,10.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",4,30.0,10.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",4,30.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",1,105.0,12.0,0,0.0,"",,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",2,105.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",3,105.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",4,105.0,12.0,0,0.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Plank",1,0,0.0,0,45.0,"",,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Plank",2,0,0.0,0,45.0,,,
2025-10-31 11:06:51,"Shoulders Chest Triceps Core (Push)",43m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",1,95.0,10.0,0,0.0,"","",
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",2,95.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",3,95.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",4,95.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Plank",1,0,0.0,0,45.0,"",,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Plank",2,0,0.0,0,45.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",1,30.0,10.0,0,0.0,"",,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",2,30.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",3,30.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",4,30.0,10.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",1,80.0,12.0,0,0.0,"",,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",2,80.0,12.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",3,80.0,12.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",4,80.0,12.0,0,0.0,,,
2025-11-01 10:42:23,"Back and Biceps (Pull)",39m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",1,20.0,12.0,0,0.0,"","",
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",2,20.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",3,25.0,10.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",1,200.0,12.0,0,0.0,"",,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",2,200.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",3,200.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",4,200.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",1,25.0,12.0,0,0.0,"",,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",2,25.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",3,25.0,12.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",1,30.0,10.0,0,0.0,"",,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",2,30.0,10.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",3,30.0,10.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",4,30.0,10.0,0,0.0,,,
2025-11-02 10:34:51,"Legs",47h 18m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",1,25.0,12.0,0,0.0,"","",
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",2,25.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",3,25.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",4,25.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",4,30.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",1,105.0,12.0,0,0.0,"",,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",2,105.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",3,105.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",4,105.0,12.0,0,0.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",1,0,0.0,0,45.0,"",,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",2,0,0.0,0,45.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",3,0,0.0,0,45.0,,,
2025-11-04 09:53:01,"Shoulders Chest Triceps Core (Push)",28m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",1,90.0,10.0,0,0.0,"","",
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",2,90.0,10.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",3,90.0,10.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",4,90.0,10.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",1,0,0.0,0,30.0,"",,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",2,0,0.0,0,30.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",3,0,0.0,0,30.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",4,0,0.0,0,30.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Plank",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",1,20.0,5.0,0,0.0,"",,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",2,20.0,6.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",3,20.0,6.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",4,20.0,6.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",1,75.0,12.0,0,0.0,"",,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",2,75.0,12.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",3,75.0,12.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",4,75.0,12.0,0,0.0,,,
2025-11-05 10:00:35,"Back and Biceps (Pull)",37m,"Seated Row (Cable)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",1,20.0,10.0,0,0.0,"","",
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",4,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",1,20.0,10.0,0,0.0,"",,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",4,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",1,20.0,10.0,0,0.0,"",,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",2,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",3,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",4,20.0,10.0,0,0.0,,,
2025-11-06 10:09:12,"Legs",29m,"Romanian Deadlift (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",1,20.0,12.0,0,0.0,"","",
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",2,20.0,12.0,0,0.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",3,20.0,12.0,0,0.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2025-11-07 10:20:35,"Shoulders Chest Triceps Core (Push)",25m,"Overhead Press (Dumbbell)",4,20.0,12.0,0,0.0,,,
